pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size_at_merge,num_commits,num_commit_comments,num_issue_comments,num_comments,files_changed,total_commits_last_month,main_team_commits_last_month,sloc,churn,commits_on_files_touched,test_lines_per_1000_lines,test_cases_per_1000_lines,assertions_per_1000_lines
249736,fog,1102,1345172674,1345207821,1345207821,585,585,16,1,0,1,1,1,227,46,105078,2,3,0.0,0.0,0.0
249372,fog,1100,1345151679,1345151818,1345151818,2,2,16,1,0,0,0,1,231,43,105078,5,5,0.0,0.0,0.0
249241,fog,1099,1345147625,,1345151129,58,,16,1,0,0,0,2,0,0,105060,14,2,0.0,0.0,0.0
249026,fog,1097,1345142063,1345143745,1345143745,28,28,16,1,0,0,0,1,220,32,105073,12,4,0.0,0.0,0.0
248958,fog,1096,1345140939,1345141149,1345141149,3,3,16,1,0,1,1,1,224,32,105073,2,1,0.0,0.0,0.0
248791,fog,1095,1345136326,1345138566,1345138566,37,37,16,1,0,0,0,1,224,32,105063,2,2,0.0,0.0,0.0
248641,fog,1094,1345131932,,1345138185,104,,16,1,0,0,0,2,0,0,105063,10,2,0.0,0.0,0.0
248606,fog,1092,1345131051,,1345137758,111,,16,1,0,2,2,1,0,0,105063,3,1,0.0,0.0,0.0
246028,fog,1088,1345041802,,1345045021,53,,16,5,0,1,1,42,0,0,104985,97,49,0.0,0.0,0.0
241601,fog,1085,1344886069,,1344963565,1291,,17,1,0,1,1,1,0,0,104980,4,1,0.0,0.0,0.0
242902,fog,1086,1344937384,,1344963347,432,,17,1,0,1,1,2,0,0,104980,16,2,0.0,0.0,0.0
209680,fog,1041,1342446717,,1344848152,40023,,18,1,0,3,3,0,0,0,102154,0,0,0.0,0.0,0.0
40543,fog,934,1338137148,,1344786663,110825,,18,11,16,2,18,43,0,0,96970,1013,5,22.666804166236982,0.2578116943384552,0.0
239051,fog,1081,1344585103,1344786573,1344786573,3357,3357,18,1,0,1,1,1,217,20,104469,2,2,0.0,0.0,0.0
237576,fog,1084,1344626003,1344626012,1344626012,0,0,18,1,0,1,1,1,220,19,104499,4,2,0.0,0.0,0.0
15564,fog,1078,1344498926,,1344601129,1703,,18,2,0,3,3,2,0,0,104138,40,4,0.0,0.0,0.0
16752,fog,1068,1344173786,,1344529185,5923,,18,3,0,4,4,11,0,0,103108,330,9,0.0,0.0,0.0
16619,fog,1079,1344526077,,1344529112,50,,18,2,0,0,0,6,0,0,104138,109,6,0.0,0.0,0.0
14911,fog,1076,1344469909,,1344475580,94,,20,1,0,0,0,1,0,0,104131,2,1,0.0,0.0,0.0
14929,fog,1077,1344470477,,1344471367,14,,21,1,0,0,0,2,0,0,104131,10,4,0.0,0.0,0.0
14099,fog,1075,1344447190,,1344447733,9,,21,1,0,2,2,1,0,0,104124,21,1,0.0,0.0,0.0
11802,fog,1000,1340520143,,1344373826,64228,,20,6,8,8,16,9,0,0,99952,152,2,0.8604129982391548,0.0400192092204258,0.0
10622,fog,1071,1344349299,,1344349358,0,,20,1,0,1,1,2,0,0,103999,4,2,0.0,0.0,0.0
9207,fog,1070,1344313817,,1344324705,181,,20,1,0,1,1,1,0,0,104001,4,2,0.0,0.0,0.0
8798,fog,1065,1343848849,,1344293345,7408,,19,3,0,10,10,36,0,0,103074,1034,36,0.0,0.0,0.0
235236,fog,1069,1344222227,1344227174,1344227174,82,82,18,2,0,6,6,2,198,2,103108,8,2,0.0,0.0,0.0
229203,fog,1067,1343924027,1343925662,1343925662,27,27,20,1,0,1,1,1,203,2,103089,2,1,0.0,0.0,0.0
228830,fog,1066,1343915049,1343916304,1343916304,20,20,20,1,0,1,1,2,200,2,103074,58,3,0.0,0.0,0.0
471767,fog,1062,1343384314,1343744965,1343744965,6010,6010,22,3,0,15,15,3,215,2,102838,120,7,0.0,0.0,0.0
471764,fog,1064,1343651788,1343654303,1343654303,41,41,22,1,0,0,0,1,210,2,102978,8,2,0.0,0.0,0.0
471765,fog,1063,1343401540,1343481039,1343481040,1325,1324,22,5,0,1,1,10,210,2,102838,184,7,0.0,0.0,0.0
225397,fog,1060,1343156595,1343162244,1343162244,94,94,25,2,0,1,1,2,220,0,102832,4,2,0.0,0.0,0.0
223194,fog,1057,1343069375,1343141284,1343141284,1198,1198,25,2,0,0,0,2,221,0,102814,32,2,0.0,0.0,0.0
224511,fog,1058,1343131301,1343141138,1343141138,163,163,25,2,0,1,1,4,221,0,102814,8,4,0.0,0.0,0.0
219503,fog,1052,1342820411,1343051774,1343051774,3856,3856,25,1,0,0,0,5,230,0,102729,21,10,0.0,0.0,0.0
219271,fog,1051,1342811590,1343051460,1343051460,3997,3997,25,1,0,6,6,1,230,0,102815,2,3,0.0,0.0,0.0
222593,fog,1056,1343050893,1343051346,1343051346,7,7,25,1,0,0,0,1,230,0,102815,2,3,0.0,0.0,0.0
220835,fog,1054,1342944380,1343049775,1343049775,1756,1756,25,1,0,1,1,1,230,0,102729,1,1,0.0,0.0,0.0
221624,fog,1055,1343008135,1343009482,1343009482,22,22,25,1,0,1,1,4,227,0,102729,114,5,0.0,0.0,0.0
217861,fog,1048,1342758250,1342804676,1342804676,773,773,25,1,0,1,1,1,247,0,102732,6,1,0.0,0.0,0.0
218731,fog,1050,1342792508,1342803380,1342803380,181,181,25,1,0,1,1,1,247,0,102732,5,1,0.0,0.0,0.0
215365,fog,1046,1342648287,1342701914,1342701914,893,893,25,1,0,1,1,1,236,0,102648,1,1,0.0,0.0,0.0
215293,fog,1045,1342645295,1342701723,1342701724,940,940,25,1,0,0,0,10,236,0,102648,217,16,0.0,0.0,0.0
214826,fog,1044,1342630441,1342637631,1342637631,119,119,25,1,0,0,0,25,234,0,102177,732,26,0.0,0.0,0.0
210554,fog,1042,1342472254,1342531045,1342531045,979,979,25,1,0,0,0,1,232,0,102154,4,1,0.0,0.0,0.0
209281,fog,1040,1342434003,1342434024,1342434024,0,0,25,5,0,1,1,183,209,0,102153,5,196,0.0,0.0,0.0
208802,fog,1039,1342405606,1342432295,1342432295,444,444,25,1,0,2,2,1,209,0,102153,4,1,0.0,0.0,0.0
189127,fog,1020,1341420935,1342374674,1342374674,15895,15895,25,10,0,5,5,56,211,0,101113,1539,31,0.8505335614609397,0.03955970053306696,0.0
205238,fog,1037,1342186548,1342194356,1342194356,130,130,25,2,0,1,1,4,211,0,101165,8,6,0.0,0.0,0.0
201698,fog,1035,1342045471,1342097808,1342097808,872,872,25,1,0,2,2,1,219,0,101142,2,7,0.8502896917205514,0.03954835775444425,0.0
197292,fog,1031,1341851171,1341940016,1341940016,1480,1480,26,1,0,1,1,1,224,3,101132,1,1,0.8503737689356484,0.0395522683225883,0.0
199123,fog,1032,1341919752,1341929223,1341929223,157,157,26,1,0,3,3,2,223,3,101132,16,2,0.8503737689356484,0.0395522683225883,0.0
197013,fog,1030,1341843378,1341843728,1341843728,5,5,26,1,0,2,2,2,216,3,101132,303,4,0.8503737689356484,0.0395522683225883,0.0
197023,fog,991,1339936288,,1341843710,31790,,26,1,0,6,6,1,0,0,98874,3,0,0.7686550559297692,0.04045552925946154,0.0
195620,fog,1028,1341759627,1341842701,1341842701,1384,1384,26,1,0,3,3,2,216,3,101125,19,2,0.8504326328800988,0.03955500618046971,0.0
195870,fog,1029,1341777242,1341839544,1341839544,1038,1038,27,1,0,1,1,2,216,3,101125,17,2,0.8504326328800988,0.03955500618046971,0.0
176677,fog,1007,1340739177,,1341777364,17303,,27,4,0,13,13,4,0,0,100662,77,0,0.8543442411237606,0.039736941447616775,0.0
195422,fog,1027,1341742897,1341747915,1341747915,83,83,27,1,0,1,1,1,216,5,101125,2,2,0.8504326328800988,0.03955500618046971,0.0
193186,fog,1025,1341601639,1341603870,1341603870,37,37,27,1,0,1,1,1,231,6,101125,2,1,0.8504326328800988,0.03955500618046971,0.0
